,alpha_1,alpha_2,alpha_3,from_vae
relational,1.3727933168411255,2.1527926921844482,1.4744139909744263,True
relationalism,1.2944481372833252,1.5244126319885254,1.1811392307281494,True
relationality,1.2923482656478882,1.5264126062393188,1.181239128112793,True
relations,1.6677485704421997,1.171074390411377,1.161177158355713,True
relationship,1.0730514526367188,1.749396562576294,1.1775518655776978,True
relative,1.3308284282684326,2.227426290512085,1.441745400428772,True
relatively,1.0738396644592285,1.7485398054122925,1.1776206493377686,True
relativism,1.0670826435089111,1.7558021545410156,1.1771152019500732,True
relativistic,1.5666003227233887,1.962143898010254,1.4712556600570679,True
relativity,1.321730613708496,1.4985533952713013,1.179715871810913,True
relativization,1.3321375846862793,1.4887404441833496,1.1791220903396606,True
relatum,1.0834007263183594,1.7380256652832031,1.178573727607727,True
relax,1.077914834022522,2.7418270111083984,1.1802581548690796,True
relaxant,1.3954752683639526,3.162933826446533,1.4415910243988037,True
relaxants,1.0015161037445068,1.9817719459533691,1.016711950302124,True
relaxation,1.1186736822128296,3.6798086166381836,1.2015177011489868,True
relaxations,1.0002021789550781,1.9939227104187012,1.0058748722076416,True
relaxed,1.399725317955017,4.275146484375,1.3251277208328247,True
relaxedly,1.000011920928955,1.9990206956863403,1.0009673833847046,True
relaxedness,1.0000087022781372,1.999596118927002,1.0003952980041504,True
relaxer,1.000025987625122,1.9990637302398682,1.0009104013442993,True
relaxers,1.0000154972076416,1.9983510971069336,1.0016335248947144,True
relaxes,1.000011920928955,1.9990206956863403,1.0009673833847046,True
relaxin,1.000016450881958,1.9996811151504517,1.0003024339675903,True
relaxing,1.0000077486038208,1.9996562004089355,1.0003360509872437,True
relaxins,1.0003386735916138,1.9927890300750732,1.0068724155426025,True
releasably,1.313363790512085,1.5064617395401,1.1801745891571045,True
release,1.079705834388733,1.7421091794967651,1.178184986114502,True
releasing,1.2544214725494385,1.461851954460144,1.283726692199707,True
relegate,1.3196420669555664,1.500525951385498,1.179832100868225,True
relent,1.3812220096588135,2.401613473892212,1.2171646356582642,True
relentless,2.845611572265625,2.417008399963379,1.7373802661895752,True
relentlessly,2.460277557373047,2.018909215927124,1.5208134651184082,True
relentlessness,1.7353270053863525,1.9105539321899414,1.3541191816329956,True
relevance,1.1239237785339355,2.6744232177734375,1.201653242111206,True
relevancy,1.0493532419204712,1.9266796112060547,1.0239671468734741,True
relevant,1.4217345714569092,4.048593044281006,1.529672384262085,True
reliability,1.121497392654419,2.677060127258301,1.2014425992965698,True
reliable,1.4288885593414307,5.055564880371094,1.515546441078186,True
reliableness,1.082197904586792,1.7393569946289062,1.1784452199935913,True
reliably,1.1157128810882568,2.6689071655273438,1.215380072593689,True
reliance,1.087049126625061,1.7339794635772705,1.178971529006958,True
reliant,1.2607917785644531,2.4117846488952637,1.327423334121704,True
relic,1.3175512552261353,1.5025014877319336,1.1799472570419312,True
relict,1.302865743637085,1.5164110660552979,1.1807231903076172,True
relief,1.2348308563232422,5.4875264167785645,1.277642846107483,True
reliefs,1.0000637769699097,1.9985332489013672,1.0014029741287231,True
relievable,1.0001721382141113,1.992616057395935,1.0072118043899536,True
relieve,1.1720733642578125,3.6204652786254883,1.2074615955352783,True
relieved,1.467125654220581,3.1088099479675293,1.4240642786026,True
relievedly,1.0000154972076416,1.9983510971069336,1.0016335248947144,True
reliever,1.0712172985076904,2.749878168106079,1.178904414176941,True
relievers,1.0001254081726074,1.9931081533432007,1.0067663192749023,True
relieves,1.0000312328338623,1.998462438583374,1.0015062093734741,True
relieving,1.0000532865524292,1.9985055923461914,1.0014411211013794,True
relievo,1.000105857849121,1.998529314994812,1.001364827156067,True
relight,1.1699248552322388,1.6460742950439453,1.184000849723816,True
religion,1.0743038654327393,1.7480342388153076,1.1776618957519531,True
religionism,1.2798364162445068,1.5383652448654175,1.1817983388900757,True
religionist,1.069683313369751,1.7530319690704346,1.1772847175598145,True
religiosity,1.2798364162445068,1.5383652448654175,1.1817983388900757,True
religious,1.3755128383636475,3.146663188934326,1.4778242111206055,True
religiousism,1.2798364162445068,1.5383652448654175,1.1817983388900757,True
religiousness,1.2798364162445068,1.5383652448654175,1.1817983388900757,True
relinquish,1.3259010314941406,1.4946180582046509,1.179480791091919,True
relinquished,1.2544214725494385,1.461851954460144,1.283726692199707,True
reliquary,1.171459436416626,1.6445332765579224,1.1840072870254517,True
relish,1.165924072265625,3.5946693420410156,1.239406704902649,True
relishing,1.0000256299972534,1.9966906309127808,1.0032836198806763,True
relocate,1.1563076972961426,1.6597956418991089,1.1838966608047485,True
relocation,1.1563076972961426,1.6597956418991089,1.1838966608047485,True
relock,1.1543183326721191,1.6618125438690186,1.1838692426681519,True
relpax,1.309169054031372,1.5104334354400635,1.1803975105285645,True
reluctance,3.651492118835449,1.820725917816162,1.5277822017669678,True
reluctancy,1.9929530620574951,1.0004944801330566,1.0065524578094482,True
reluctant,4.597165584564209,2.4713664054870605,1.9314682483673096,True
reluctantly,2.7898643016815186,1.75948965549469,1.450645923614502,True
rely,1.211562156677246,1.6046335697174072,1.1838042736053467,True
remagen,1.0828720331192017,1.7386109828948975,1.1785169839859009,True
remain,1.330061435699463,1.4906961917877197,1.179242491722107,True
remainder,1.1548842191696167,1.661238193511963,1.18387770652771,True
remaineth,1.0858657360076904,1.7352927923202515,1.1788413524627686,True
remains,1.330061435699463,1.4906961917877197,1.179242491722107,True
remake,1.1606489419937134,1.6554113626480103,1.1839396953582764,True
remark,1.8252038955688477,1.8297092914581299,1.3450868129730225,True
remarkable,1.4394489526748657,6.029183864593506,1.5313674211502075,True
remarkably,1.2695541381835938,4.449478626251221,1.280967354774475,True
remarriage,1.2986574172973633,1.5204085111618042,1.1809340715408325,True
remarry,1.3112671375274658,1.508446216583252,1.1802866458892822,True
rematch,1.079705834388733,1.7421091794967651,1.178184986114502,True
rembrandtesque,1.2044187784194946,1.5563833713531494,1.2391977310180664,True
remediable,1.326399564743042,2.203685998916626,1.4699143171310425,True
remedial,1.354161024093628,2.2110543251037598,1.4347848892211914,True
remediate,1.0701801776885986,1.7524986267089844,1.1773210763931274,True
remedy,1.1662956476211548,3.594270944595337,1.2394336462020874,True
remember,1.0762624740600586,1.7458940744400024,1.1778435707092285,True
remembrance,1.0792033672332764,1.7426629066467285,1.1781337261199951,True
remf,1.2944481372833252,1.5244126319885254,1.1811392307281494,True
remind,1.152353048324585,1.6638110876083374,1.1838358640670776,True
reminder,1.1564507484436035,1.6596508026123047,1.1838984489440918,True
remindful,1.3175512552261353,1.5025014877319336,1.1799472570419312,True
remineralisation,1.309169054031372,1.5104334354400635,1.1803975105285645,True
reminisce,1.1561647653579712,1.659940242767334,1.1838948726654053,True
reminiscent,1.3716185092926025,2.4118547439575195,1.2165268659591675,True
remiss,1.243683934211731,1.4846389293670654,1.2716771364212036,True
remission,1.1713199615478516,2.607877016067505,1.2208030223846436,True
remissness,1.2986574172973633,1.5204085111618042,1.1809340715408325,True
remit,1.3175512552261353,1.5025014877319336,1.1799472570419312,True
remittal,1.3175512552261353,1.5025014877319336,1.1799472570419312,True
remittance,1.1564507484436035,1.6596508026123047,1.1838984489440918,True
remittent,1.6088542938232422,1.982046127319336,1.4090995788574219,True
remobilization,1.0737075805664062,1.7486834526062012,1.1776089668273926,True
remodel,1.0493532419204712,1.9266796112060547,1.0239671468734741,True
remodeler,1.152492642402649,1.6636689901351929,1.1838383674621582,True
remold,1.0852420330047607,1.7359848022460938,1.1787731647491455,True
remonstrance,1.3070693016052246,1.5124232769012451,1.1805073022842407,True
remonstrant,1.3279825448989868,1.4926553964614868,1.1793620586395264,True
remonstration,1.3049681186676025,1.514415979385376,1.1806159019470215,True
remorse,4.3212151527404785,2.010122299194336,1.6686627864837646,True
remorseful,3.4910731315612793,1.9661295413970947,1.542797565460205,True
remorsefully,3.4624390602111816,1.9583550691604614,1.5792059898376465,True
remorsefulness,1.8765019178390503,1.087899923324585,1.0355981588363647,True
remorseless,3.6815743446350098,1.7994751930236816,1.5189504623413086,True
remorselessly,3.6555657386779785,1.8225903511047363,1.5218439102172852,True
remorselessness,2.6580071449279785,1.160388708114624,1.181604266166687,True
remote,1.3993167877197266,2.131359815597534,1.4693235158920288,True
remoteness,1.0907924175262451,1.729820966720581,1.1793866157531738,True
remotest,1.3196420669555664,1.500525951385498,1.179832100868225,True
remoulade,1.159045696258545,1.6570289134979248,1.1839252710342407,True
removable,1.3720675706863403,2.194525718688965,1.4334065914154053,True
removal,1.3196420669555664,1.500525951385498,1.179832100868225,True
remove,1.204440951347351,1.6116623878479004,1.183896780014038,True
removed,1.5686867237091064,1.960174560546875,1.471138596534729,True
remunerate,1.047011137008667,1.914825201034546,1.0381637811660767,True
remunerated,1.0868110656738281,1.7342437505722046,1.1789451837539673,True
remuneration,1.302865743637085,1.5164110660552979,1.1807231903076172,True
remunerative,1.2714825868606567,2.3371293544769287,1.3913880586624146,True
renaissance,1.245403528213501,3.508700132369995,1.2458964586257935,True
renal,1.2448697090148926,1.463590383529663,1.2915397882461548,True
renascence,1.0755805969238281,1.7466403245925903,1.1777790784835815,True
rend,1.1992130279541016,1.6168413162231445,1.183945655822754,True
rendaku,1.3070693016052246,1.5124232769012451,1.1805073022842407,True
render,1.0805026292800903,1.7412302494049072,1.178267240524292,True
renderedimage,1.1175850629806519,1.700282096862793,1.1821329593658447,True
rendezvous,1.1567370891571045,1.6593611240386963,1.1839017868041992,True
rendition,1.0756484270095825,1.7465660572052002,1.1777855157852173,True
renegade,1.4618817567825317,2.0628654956817627,1.475252628326416,True
renegotiate,1.0764683485031128,1.7456684112548828,1.1778632402420044,True
renegotiation,1.152492642402649,1.6636689901351929,1.1838383674621582,True
renew,1.0764683485031128,1.7456684112548828,1.1778632402420044,True
renewable,1.8871066570281982,1.6921250820159912,1.4207684993743896,True
renewal,1.2068085670471191,2.5853145122528076,1.2078769207000732,True
renewed,1.2514299154281616,2.4712085723876953,1.277361512184143,True
reniform,1.234553337097168,1.4863287210464478,1.2791179418563843,True
renormalization,1.3007621765136719,1.5184085369110107,1.1808292865753174,True
renounce,2.691272735595703,1.8210119009017944,1.4877153635025024,True
renovate,1.132375955581665,2.665123701095581,1.2025002241134644,True
renovation,1.1163767576217651,2.682544231414795,1.20107901096344,True
renovator,1.0830981731414795,1.7383606433868408,1.1785411834716797,True
renown,1.1795380115509033,3.5797817707061768,1.24068021774292,True
renowned,1.3961488008499146,4.097946643829346,1.5059043169021606,True
rent,1.330061435699463,1.4906961917877197,1.179242491722107,True
rent-free,1.26370108127594,1.4808636903762817,1.2554352283477783,True
rentable,1.224392294883728,1.5093971490859985,1.2662104368209839,True
rental,1.2448697090148926,1.463590383529663,1.2915397882461548,True
rentier,1.302865743637085,1.5164110660552979,1.1807231903076172,True
rentless,1.330061435699463,1.4906961917877197,1.179242491722107,True
renunciant,1.0838568210601807,1.7375203371047974,1.178622841835022,True
renunciate,1.3279825448989868,1.4926553964614868,1.1793620586395264,True
renunciation,2.678748846054077,1.832836627960205,1.4884147644042969,True
renunciative,1.0834765434265137,1.7379416227340698,1.1785818338394165,True
reobligation,1.3342108726501465,1.486788272857666,1.1790008544921875,True
reoccupation,1.157455325126648,1.658634901046753,1.1839097738265991,True
reordering,1.072402000427246,1.750101089477539,1.1774969100952148,True
reorganize,1.0852420330047607,1.7359848022460938,1.1787731647491455,True
reorganized,1.2448697090148926,1.463590383529663,1.2915397882461548,True
reorient,1.0852420330047607,1.7359848022460938,1.1787731647491455,True
repack,1.1555943489074707,1.6605180501937866,1.1838876008987427,True
repair,1.1197834014892578,2.6789097785949707,1.201306939125061,True
repairability,1.0796338319778442,1.742188572883606,1.1781775951385498,True
repairable,1.081603765487671,1.740013837814331,1.178382396697998,True
repaired,1.321730613708496,1.4985533952713013,1.179715871810913,True
repairman,1.1554521322250366,1.6606621742248535,1.1838855743408203,True
repairmen,1.1495866775512695,1.6666349172592163,1.1837784051895142,True
repand,1.224392294883728,1.5093971490859985,1.2662104368209839,True
reparable,1.276157259941101,2.319793462753296,1.404049277305603,True
reparation,1.3710838556289673,2.4252331256866455,1.2036830186843872,True
repartee,1.3279825448989868,1.4926553964614868,1.1793620586395264,True
repast,1.3259010314941406,1.4946180582046509,1.179480791091919,True
repatriation,1.1563076972961426,1.6597956418991089,1.1838966608047485,True
repay,1.0777872800827026,1.7442209720611572,1.1779916286468506,True
repayable,1.5603281259536743,1.9680705070495605,1.4716012477874756,True
repayment,1.1567370891571045,1.6593611240386963,1.1839017868041992,True
repeal,1.8480547666549683,1.836594581604004,1.3153507709503174,True
repeat,1.1577435731887817,1.65834379196167,1.1839126348495483,True
repeatability,1.0821232795715332,1.7394394874572754,1.1784372329711914,True
repeatable,1.2448697090148926,1.463590383529663,1.2915397882461548,True
repeated,1.3991880416870117,2.1254029273986816,1.4754090309143066,True
repeater,1.0749726295471191,1.7473044395446777,1.1777228116989136,True
repel,1.8838069438934326,1.7557299137115479,1.3604631423950195,True
repellant,1.2170120477676392,1.5992751121520996,1.1837128400802612,True
repellency,1.2170120477676392,1.5992751121520996,1.1837128400802612,True
repellent,1.490329623222351,2.099151849746704,1.4105186462402344,True
repelling,1.2170120477676392,1.5992751121520996,1.1837128400802612,True
repent,1.3669044971466064,2.4291810989379883,1.2039144039154053,True
repentance,1.377335786819458,2.419334888458252,1.2033292055130005,True
repentant,1.531638741493225,2.0458784103393555,1.4224827289581299,True
